Kernel backend: cce
Autodetected device type: cuda
2026-02-02 17:08:00,507 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1
Vocab size: 32,768
Loading SFT dataset from data/diff_sft.jsonl
SFT dataset size: 60052 examples
Loading pretrained model from /home/dave/.cache/nanochat/base_checkpoints/d16_400M_fim_cce
Loaded checkpoint from step 10000
Parameters: 398,458,912
Training for 2 epochs, 15013 steps/epoch, 30026 total steps
Warmup steps: 3002
  step 00050/30026 | epoch 1/2 | loss: 1.7691 | avg: 1.5291 | lr: 8.33e-07
  step 25850/30026 | epoch 2/2 | loss: 0.7393 | avg: 0.9256 | lr: 2.89e-06
  step 25900/30026 | epoch 2/2 | loss: 0.9181 | avg: 0.9255 | lr: 2.82e-06
  step 25950/30026 | epoch 2/2 | loss: 0.4363 | avg: 0.9255 | lr: 2.76e-06
  step 26000/30026 | epoch 2/2 | loss: 0.6693 | avg: 0.9256 | lr: 2.69e-06
  step 26050/30026 | epoch 2/2 | loss: 1.1799 | avg: 0.9257 | lr: 2.62e-06
  step 26100/30026 | epoch 2/2 | loss: 0.7696 | avg: 0.9259 | lr: 2.56e-06
  step 26150/30026 | epoch 2/2 | loss: 0.7155 | avg: 0.9258 | lr: 2.50e-06
  step 26200/30026 | epoch 2/2 | loss: 0.8683 | avg: 0.9258 | lr: 2.43e-06
  step 26250/30026 | epoch 2/2 | loss: 0.7410 | avg: 0.9257 | lr: 2.37e-06
  step 26300/30026 | epoch 2/2 | loss: 0.8839 | avg: 0.9256 | lr: 2.31e-06
  step 26350/30026 | epoch 2/2 | loss: 0.8336 | avg: 0.9259 | lr: 2.25e-06
  step 26400/30026 | epoch 2/2 | loss: 0.5752 | avg: 0.9259 | lr: 2.19e-06
  step 26450/30026 | epoch 2/2 | loss: 0.5385 | avg: 0.9260 | lr: 2.13e-06
  step 26500/30026 | epoch 2/2 | loss: 0.9795 | avg: 0.9261 | lr: 2.07e-06
  step 26550/30026 | epoch 2/2 | loss: 1.1828 | avg: 0.9260 | lr: 2.01e-06
  step 26600/30026 | epoch 2/2 | loss: 0.6110 | avg: 0.9260 | lr: 1.96e-06
  step 26650/30026 | epoch 2/2 | loss: 1.1310 | avg: 0.9262 | lr: 1.90e-06
  step 26700/30026 | epoch 2/2 | loss: 0.5042 | avg: 0.9262 | lr: 1.85e-06
  step 26750/30026 | epoch 2/2 | loss: 0.8118 | avg: 0.9261 | lr: 1.79e-06
  step 26800/30026 | epoch 2/2 | loss: 0.4884 | avg: 0.9264 | lr: 1.74e-06
  step 26850/30026 | epoch 2/2 | loss: 0.5284 | avg: 0.9263 | lr: 1.69e-06
  step 26900/30026 | epoch 2/2 | loss: 0.8650 | avg: 0.9262 | lr: 1.63e-06
  step 26950/30026 | epoch 2/2 | loss: 1.1131 | avg: 0.9262 | lr: 1.58e-06
  step 27000/30026 | epoch 2/2 | loss: 0.2540 | avg: 0.9261 | lr: 1.53e-06
  step 27050/30026 | epoch 2/2 | loss: 0.9822 | avg: 0.9262 | lr: 1.48e-06
  step 27100/30026 | epoch 2/2 | loss: 1.0377 | avg: 0.9262 | lr: 1.43e-06
  step 27150/30026 | epoch 2/2 | loss: 0.9272 | avg: 0.9262 | lr: 1.39e-06
  step 27200/30026 | epoch 2/2 | loss: 0.9225 | avg: 0.9262 | lr: 1.34e-06
  step 27250/30026 | epoch 2/2 | loss: 2.1236 | avg: 0.9265 | lr: 1.29e-06
  step 27300/30026 | epoch 2/2 | loss: 0.6646 | avg: 0.9264 | lr: 1.25e-06
  step 27350/30026 | epoch 2/2 | loss: 0.5878 | avg: 0.9264 | lr: 1.20e-06
  step 27400/30026 | epoch 2/2 | loss: 0.9680 | avg: 0.9262 | lr: 1.16e-06
  step 27450/30026 | epoch 2/2 | loss: 0.5945 | avg: 0.9263 | lr: 1.11e-06
  step 27500/30026 | epoch 2/2 | loss: 0.8937 | avg: 0.9262 | lr: 1.07e-06
  step 27550/30026 | epoch 2/2 | loss: 1.0007 | avg: 0.9263 | lr: 1.03e-06
  step 27600/30026 | epoch 2/2 | loss: 1.0413 | avg: 0.9264 | lr: 9.88e-07
  step 27650/30026 | epoch 2/2 | loss: 0.7760 | avg: 0.9266 | lr: 9.48e-07
  step 27700/30026 | epoch 2/2 | loss: 0.6470 | avg: 0.9266 | lr: 9.09e-07
  step 27750/30026 | epoch 2/2 | loss: 0.6744 | avg: 0.9268 | lr: 8.71e-07
  step 27800/30026 | epoch 2/2 | loss: 0.7983 | avg: 0.9269 | lr: 8.33e-07
  step 27850/30026 | epoch 2/2 | loss: 1.1722 | avg: 0.9270 | lr: 7.96e-07
  step 27900/30026 | epoch 2/2 | loss: 0.1591 | avg: 0.9268 | lr: 7.60e-07
  step 27950/30026 | epoch 2/2 | loss: 0.8002 | avg: 0.9268 | lr: 7.25e-07
  step 28000/30026 | epoch 2/2 | loss: 0.5311 | avg: 0.9268 | lr: 6.91e-07
  step 28050/30026 | epoch 2/2 | loss: 1.0158 | avg: 0.9271 | lr: 6.57e-07
  step 28100/30026 | epoch 2/2 | loss: 0.2660 | avg: 0.9268 | lr: 6.25e-07
  step 28150/30026 | epoch 2/2 | loss: 0.8220 | avg: 0.9269 | lr: 5.93e-07
  step 28200/30026 | epoch 2/2 | loss: 0.7385 | avg: 0.9268 | lr: 5.62e-07
  step 28250/30026 | epoch 2/2 | loss: 0.2496 | avg: 0.9267 | lr: 5.32e-07
  step 28300/30026 | epoch 2/2 | loss: 0.8842 | avg: 0.9269 | lr: 5.02e-07
  step 28350/30026 | epoch 2/2 | loss: 0.4215 | avg: 0.9268 | lr: 4.74e-07
  step 28400/30026 | epoch 2/2 | loss: 0.5289 | avg: 0.9268 | lr: 4.46e-07
  step 28450/30026 | epoch 2/2 | loss: 1.2304 | avg: 0.9268 | lr: 4.19e-07
  step 28500/30026 | epoch 2/2 | loss: 1.1041 | avg: 0.9268 | lr: 3.93e-07
  step 28550/30026 | epoch 2/2 | loss: 1.0177 | avg: 0.9267 | lr: 3.68e-07
  step 28600/30026 | epoch 2/2 | loss: 0.7601 | avg: 0.9267 | lr: 3.43e-07
  step 28650/30026 | epoch 2/2 | loss: 0.7314 | avg: 0.9266 | lr: 3.20e-07
  step 28700/30026 | epoch 2/2 | loss: 0.8361 | avg: 0.9266 | lr: 2.97e-07
  step 28750/30026 | epoch 2/2 | loss: 0.8135 | avg: 0.9266 | lr: 2.75e-07
  step 28800/30026 | epoch 2/2 | loss: 1.1621 | avg: 0.9267 | lr: 2.54e-07
  step 28850/30026 | epoch 2/2 | loss: 0.9414 | avg: 0.9269 | lr: 2.34e-07
  step 28900/30026 | epoch 2/2 | loss: 0.6052 | avg: 0.9268 | lr: 2.14e-07
  step 28950/30026 | epoch 2/2 | loss: 0.9803 | avg: 0.9267 | lr: 1.96e-07
  step 29000/30026 | epoch 2/2 | loss: 0.4668 | avg: 0.9268 | lr: 1.78e-07
  step 29050/30026 | epoch 2/2 | loss: 1.6140 | avg: 0.9269 | lr: 1.61e-07
  step 29100/30026 | epoch 2/2 | loss: 0.8896 | avg: 0.9268 | lr: 1.45e-07
  step 29150/30026 | epoch 2/2 | loss: 0.4320 | avg: 0.9268 | lr: 1.30e-07
  step 29200/30026 | epoch 2/2 | loss: 0.8064 | avg: 0.9267 | lr: 1.15e-07
  step 29250/30026 | epoch 2/2 | loss: 1.0764 | avg: 0.9268 | lr: 1.02e-07
  step 29300/30026 | epoch 2/2 | loss: 1.1172 | avg: 0.9269 | lr: 8.92e-08
  step 29350/30026 | epoch 2/2 | loss: 0.8237 | avg: 0.9268 | lr: 7.74e-08
  step 29400/30026 | epoch 2/2 | loss: 1.0210 | avg: 0.9269 | lr: 6.64e-08
  step 29450/30026 | epoch 2/2 | loss: 0.9340 | avg: 0.9270 | lr: 5.62e-08
  step 29500/30026 | epoch 2/2 | loss: 0.4935 | avg: 0.9270 | lr: 4.69e-08
  step 29550/30026 | epoch 2/2 | loss: 0.7478 | avg: 0.9271 | lr: 3.84e-08
  step 29600/30026 | epoch 2/2 | loss: 0.7797 | avg: 0.9270 | lr: 3.08e-08
  step 29650/30026 | epoch 2/2 | loss: 1.2233 | avg: 0.9271 | lr: 2.40e-08
  step 29700/30026 | epoch 2/2 | loss: 0.8826 | avg: 0.9271 | lr: 1.81e-08
  step 29750/30026 | epoch 2/2 | loss: 1.0322 | avg: 0.9273 | lr: 1.30e-08
  step 29800/30026 | epoch 2/2 | loss: 0.6920 | avg: 0.9273 | lr: 8.71e-09
  step 29850/30026 | epoch 2/2 | loss: 0.8102 | avg: 0.9275 | lr: 5.29e-09
  step 29900/30026 | epoch 2/2 | loss: 0.5921 | avg: 0.9275 | lr: 2.73e-09
  step 29950/30026 | epoch 2/2 | loss: 0.7810 | avg: 0.9274 | lr: 1.00e-09
  step 30000/30026 | epoch 2/2 | loss: 1.0122 | avg: 0.9276 | lr: 1.24e-10
2026-02-02 21:36:49,734 - nanochat.checkpoint_manager - [32m[1mINFO[0m - Saved model parameters to: /home/dave/.cache/nanochat/sft_checkpoints/d16/model_030000.pt
2026-02-02 21:36:49,735 - nanochat.checkpoint_manager - [32m[1mINFO[0m - Saved metadata to: /home/dave/.cache/nanochat/sft_checkpoints/d16/meta_030000.json
2026-02-02 21:36:51,766 - nanochat.checkpoint_manager - [32m[1mINFO[0m - Saved optimizer state to: /home/dave/.cache/nanochat/sft_checkpoints/d16/optim_030000_rank0.pt
Epoch 2/2 done in 10564.9s | avg loss: 0.9277 | tokens: 29,373,984
2026-02-02 21:37:11,884 - nanochat.checkpoint_manager - [32m[1mINFO[0m - Saved model parameters to: /home/dave/.cache/nanochat/sft_checkpoints/d16/model_030026.pt
2026-02-02 21:37:11,885 - nanochat.checkpoint_manager - [32m[1mINFO[0m - Saved metadata to: /home/dave/.cache/nanochat/sft_checkpoints/d16/meta_030026.json
2026-02-02 21:37:13,848 - nanochat.checkpoint_manager - [32m[1mINFO[0m - Saved optimizer state to: /home/dave/.cache/nanochat/sft_checkpoints/d16/optim_030026_rank0.pt
Training complete. Checkpoint saved to /home/dave/.cache/nanochat/sft_checkpoints/d16
